customer_id,age,city,monthly_income,avg_monthly_balance,monthly_expense,existing_emi,cibil_score,salary_consistency,digital_activity_score,credit_card_spend,investment_amount,rent_payment,loan_history,foir,savings_ratio,recommended_loan,loan_accepted
CUST02348,24,Nagpur,176323,39864,83723,26615,617,0.53,31,18281,101880,1,0,0.15,0.37,None,0
CUST02349,26,Bangalore,156492,53228,94682,70183,736,0.71,93,46987,18239,0,0,0.45,-0.05,None,0
CUST02350,52,Bangalore,112521,187223,61895,42076,703,0.82,52,41865,62215,1,1,0.37,0.08,None,0
CUST02351,55,Pune,235604,61381,146565,54432,794,0.61,32,69646,35807,0,1,0.23,0.15,Mortgage Loan,1
CUST02352,59,Nagpur,118041,145362,36772,43709,676,0.76,67,67456,44510,1,0,0.37,0.32,None,0
CUST02353,39,Hyderabad,237464,300012,177743,35539,637,0.85,30,128203,68155,0,3,0.15,0.1,None,0
CUST02354,39,Chennai,236546,408778,71594,461,617,0.81,58,107791,121145,1,0,0.0,0.7,None,0
CUST02355,49,Bangalore,101417,90052,64402,24615,810,0.61,84,42383,43726,0,0,0.24,0.12,Personal Loan,1
CUST02356,46,Chennai,128441,123411,85653,17640,796,0.47,61,49524,38044,1,0,0.14,0.2,Home Loan,1
CUST02357,30,Delhi,122855,201357,31912,18073,807,0.89,71,42138,17503,1,1,0.15,0.59,Home Loan,1
CUST02358,40,Pune,133112,49098,109416,36061,727,0.97,48,9029,54596,1,2,0.27,-0.09,None,0
CUST02359,43,Chennai,138804,88363,75604,10374,677,0.6,62,66311,12831,0,1,0.07,0.38,Personal Loan,1
CUST02360,36,Nagpur,232402,402149,142968,22268,697,0.42,41,54997,37019,0,3,0.1,0.29,None,0
CUST02361,59,Nagpur,234293,57832,70801,58622,716,0.63,75,24552,71884,1,0,0.25,0.45,Home Loan,1
CUST02362,29,Hyderabad,246441,408121,67813,26013,826,0.57,26,27442,167982,1,3,0.11,0.62,Home Loan,1
CUST02363,31,Chennai,169676,60241,72062,44292,743,0.61,40,26858,8494,0,3,0.26,0.31,Mortgage Loan,1
CUST02364,28,Nagpur,33383,12683,13491,6400,605,0.61,30,19394,2413,1,1,0.19,0.4,None,0
CUST02365,38,Hyderabad,77798,139658,29898,24446,679,0.59,35,29300,32027,1,3,0.31,0.3,None,0
CUST02366,33,Mumbai,116857,50716,61298,45900,758,0.42,64,35994,35604,0,0,0.39,0.08,None,0
CUST02367,33,Hyderabad,43456,35822,36205,16167,683,0.71,43,6872,25983,1,2,0.37,-0.21,None,0
CUST02368,25,Hyderabad,131568,199559,43200,1886,819,0.58,23,15946,30453,0,2,0.01,0.66,Mortgage Loan,1
CUST02369,51,Pune,125801,73466,81367,6357,675,0.99,83,37530,59553,1,0,0.05,0.3,Home Loan,1
CUST02370,57,Nagpur,123296,59652,39699,11246,617,0.76,90,24089,49320,1,1,0.09,0.59,Home Loan,1
CUST02371,35,Delhi,79566,98486,56999,25426,653,0.47,81,12682,4730,1,2,0.32,-0.04,None,0
CUST02372,57,Nagpur,205599,303258,111882,33891,682,0.74,86,21579,14902,0,2,0.16,0.29,Auto Loan,1
CUST02373,43,Pune,150095,121843,45802,43027,650,0.75,56,74271,86494,1,0,0.29,0.41,None,0
CUST02374,29,Hyderabad,60137,88837,45021,1472,632,0.76,48,4092,30376,0,0,0.02,0.23,None,0
CUST02375,24,Delhi,206896,131443,54396,75549,739,0.68,96,93855,90179,1,0,0.37,0.37,Home Loan,1
CUST02376,56,Delhi,209195,96380,156798,38924,753,0.93,60,125513,87171,1,0,0.19,0.06,Home Loan,1
CUST02377,23,Delhi,151375,229826,85290,61542,791,0.79,50,22108,8234,1,1,0.41,0.03,None,0
CUST02378,55,Bangalore,93714,130313,35205,3935,840,0.98,75,33844,27821,1,1,0.04,0.58,Home Loan,1
CUST02379,36,Delhi,86413,140465,33852,2973,654,0.84,29,24154,48206,1,1,0.03,0.57,Home Loan,1
CUST02380,27,Mumbai,128397,30341,104928,4446,629,0.82,73,60150,63466,1,1,0.03,0.15,Home Loan,1
CUST02381,42,Nagpur,208532,68439,156856,70356,659,0.78,80,44756,27659,0,1,0.34,-0.09,Auto Loan,1
CUST02382,32,Delhi,127548,94210,51826,21255,780,0.77,35,14563,1285,1,0,0.17,0.43,Home Loan,1
CUST02383,48,Pune,44633,44990,25247,7379,820,0.88,79,9814,12667,1,0,0.17,0.27,Auto Loan,1
CUST02384,23,Chennai,219020,103030,155063,29823,672,0.6,49,15325,146648,0,1,0.14,0.16,Mortgage Loan,1
CUST02385,46,Nagpur,244827,300047,83871,55040,819,0.56,98,34567,53678,0,3,0.22,0.43,Auto Loan,1
CUST02386,43,Hyderabad,68465,77125,57908,29703,727,0.92,46,29383,26559,1,3,0.43,-0.28,Personal Loan,1
CUST02387,28,Pune,42373,58678,31342,4189,780,0.81,44,15122,5443,1,2,0.1,0.16,Personal Loan,1
CUST02388,37,Delhi,192273,22290,57300,66547,798,0.88,34,85440,48717,0,3,0.35,0.36,Personal Loan,1
CUST02389,40,Nagpur,37309,12850,14097,5903,733,0.8,53,13311,9145,1,0,0.16,0.46,Personal Loan,1
CUST02390,57,Nagpur,211831,166924,178383,41532,686,0.43,90,24233,82876,0,0,0.2,-0.04,None,0
CUST02391,40,Nagpur,165548,85295,90463,35950,648,0.75,25,91321,104337,0,3,0.22,0.24,None,0
CUST02392,40,Bangalore,200480,111962,168579,6475,828,0.77,66,102389,86331,0,0,0.03,0.13,Personal Loan,1
CUST02393,32,Mumbai,78436,120867,48770,17698,762,0.78,94,14710,39264,0,0,0.23,0.15,Auto Loan,1
CUST02394,58,Hyderabad,79557,95685,51891,23092,667,0.92,97,46799,2522,1,2,0.29,0.06,None,0
CUST02395,27,Hyderabad,110864,151561,87930,19730,724,0.94,41,64911,6199,1,3,0.18,0.03,Home Loan,1
CUST02396,34,Bangalore,140684,215190,98171,17721,677,0.67,48,41903,37661,1,0,0.13,0.18,None,0
CUST02397,41,Chennai,64086,78647,37729,26646,752,0.86,78,20945,29255,0,1,0.42,-0.0,None,0
CUST02398,36,Chennai,151234,66378,112886,46044,649,0.75,46,40151,24885,1,0,0.3,-0.05,None,0
CUST02399,33,Bangalore,175336,200853,137573,4754,757,0.54,58,47133,44804,0,2,0.03,0.19,None,0
CUST02400,29,Nagpur,84767,150112,53791,32207,841,0.61,58,24531,42422,0,3,0.38,-0.01,None,0
CUST02401,36,Nagpur,121115,103538,68347,21710,706,0.66,60,62067,66639,0,2,0.18,0.26,Personal Loan,1
CUST02402,25,Nagpur,50891,29756,39626,12377,688,0.65,49,8654,896,1,2,0.24,-0.02,None,0
CUST02403,59,Hyderabad,198193,204716,97241,27032,830,0.79,66,88083,66449,0,0,0.14,0.37,Personal Loan,1
CUST02404,45,Mumbai,214038,161136,112787,26182,723,0.43,44,50040,39413,1,1,0.12,0.35,Home Loan,1
CUST02405,27,Pune,149060,122604,58791,64413,698,0.43,65,22541,85853,0,1,0.43,0.17,None,0
CUST02406,22,Chennai,115005,16378,92975,6504,681,0.47,39,27364,14923,0,2,0.06,0.14,None,0
CUST02407,26,Hyderabad,168700,200416,125102,2460,822,0.82,69,31894,85092,1,0,0.01,0.24,Home Loan,1
CUST02408,37,Pune,139600,19870,41893,48770,705,0.95,34,50063,60537,1,3,0.35,0.35,Home Loan,1
CUST02409,26,Mumbai,244311,133210,151484,64202,826,0.42,41,21580,101406,1,1,0.26,0.12,None,0
CUST02410,50,Delhi,229444,26093,164288,84210,671,0.65,29,24153,62212,0,2,0.37,-0.08,None,0
CUST02411,27,Chennai,154436,23467,118253,26756,828,0.47,31,36560,20306,1,3,0.17,0.06,None,0
CUST02412,22,Hyderabad,120379,48016,54894,30402,603,0.89,84,44286,44968,0,0,0.25,0.29,Personal Loan,1
CUST02413,25,Bangalore,85192,136806,72015,2070,659,0.6,75,25421,44111,1,0,0.02,0.13,None,0
CUST02414,45,Pune,241254,214959,159465,93446,741,0.43,21,57351,38600,1,3,0.39,-0.05,None,0
CUST02415,31,Hyderabad,76315,111224,27416,19417,688,0.55,54,37645,24395,0,3,0.25,0.39,Personal Loan,1
CUST02416,37,Mumbai,83177,77297,38239,35070,666,0.68,46,38960,38495,1,2,0.42,0.12,None,0
CUST02417,53,Delhi,19806,22407,10565,8120,805,0.98,24,6655,1176,0,0,0.41,0.06,None,0
CUST02418,26,Delhi,88102,143474,30451,13052,780,0.89,62,49843,26260,1,0,0.15,0.51,Home Loan,1
CUST02419,27,Chennai,206101,199187,74514,45258,763,0.89,67,74869,125074,1,0,0.22,0.42,Home Loan,1
CUST02420,41,Nagpur,104995,81649,27926,39663,649,0.49,42,52375,37460,0,3,0.38,0.36,None,0
CUST02421,41,Mumbai,186233,119685,101334,6382,745,0.96,97,31647,27911,0,1,0.03,0.42,Auto Loan,1
CUST02422,56,Delhi,157918,244527,119722,46978,798,0.53,40,63555,96699,1,3,0.3,-0.06,None,0
CUST02423,56,Mumbai,19440,12363,9665,3139,829,0.93,30,4240,1799,0,3,0.16,0.34,Mortgage Loan,1
CUST02424,47,Delhi,175645,32112,92814,66094,639,0.94,95,54365,45566,1,1,0.38,0.1,None,0
CUST02425,51,Nagpur,91984,74239,38855,22363,644,0.93,44,15281,25676,0,0,0.24,0.33,None,0
CUST02426,57,Mumbai,35734,25381,26283,1930,727,0.47,21,2713,12947,1,2,0.05,0.21,None,0
CUST02427,51,Delhi,38509,34275,28144,5761,790,0.48,32,6418,7925,1,1,0.15,0.12,None,0
CUST02428,45,Bangalore,141480,223428,111829,20754,718,0.58,38,43988,28570,1,0,0.15,0.06,None,0
CUST02429,47,Delhi,239241,169513,166461,45653,685,0.81,28,51433,9406,1,1,0.19,0.11,None,0
CUST02430,40,Chennai,143027,206626,71158,32205,685,0.87,68,36100,62621,1,1,0.23,0.28,Home Loan,1
CUST02431,46,Bangalore,124172,66937,43775,10474,834,0.76,27,30148,59223,0,3,0.08,0.56,Mortgage Loan,1
CUST02432,57,Mumbai,125376,205986,33967,2206,630,0.98,92,50889,84806,1,3,0.02,0.71,Home Loan,1
CUST02433,46,Bangalore,239144,120983,63240,4716,600,0.88,80,87982,141112,0,3,0.02,0.72,Personal Loan,1
CUST02434,57,Nagpur,181932,193878,59099,62601,797,0.77,54,10378,23117,1,0,0.34,0.33,Home Loan,1
CUST02435,46,Hyderabad,22627,17310,16273,1918,663,0.92,89,1500,10454,0,2,0.08,0.2,Mortgage Loan,1
CUST02436,49,Pune,133145,132939,59469,17350,699,0.78,40,23065,47334,1,1,0.13,0.42,Home Loan,1
CUST02437,51,Mumbai,223991,259298,60244,35698,746,0.7,37,44111,97347,1,3,0.16,0.57,Home Loan,1
CUST02438,53,Hyderabad,109471,107824,70814,17620,782,0.54,73,47959,27524,0,3,0.16,0.19,Personal Loan,1
CUST02439,57,Pune,154700,273266,116634,68947,669,0.43,55,42333,80799,0,2,0.45,-0.2,None,0
CUST02440,27,Bangalore,206175,282494,113550,62420,609,0.8,30,84412,106823,0,2,0.3,0.15,None,0
CUST02441,37,Delhi,201742,153615,114481,1805,634,0.94,72,107644,69677,0,3,0.01,0.42,Personal Loan,1
CUST02442,23,Bangalore,57208,99686,17128,23236,763,0.96,83,26203,21982,1,0,0.41,0.29,Personal Loan,1
CUST02443,29,Pune,187744,235184,120656,58734,801,0.46,59,90377,6976,1,3,0.31,0.04,None,0
CUST02444,39,Hyderabad,34918,60432,29238,8354,685,1.0,20,20895,6702,1,3,0.24,-0.08,None,0
CUST02445,48,Pune,130619,178229,76622,33631,623,0.89,42,18486,29765,1,0,0.26,0.16,Home Loan,1
CUST02446,58,Delhi,136352,47819,90446,8734,591,0.59,51,17843,93200,0,2,0.06,0.27,None,0
CUST02447,42,Bangalore,99094,114998,39025,439,669,0.66,58,35086,54280,1,0,0.0,0.6,Home Loan,1
CUST02448,22,Pune,174166,218259,106419,13100,645,0.62,28,75313,43665,0,3,0.08,0.31,Personal Loan,1
CUST02449,41,Pune,48655,57265,31841,3255,583,0.59,94,11635,16844,1,0,0.07,0.28,None,0
CUST02450,29,Chennai,164145,85210,62172,40413,784,0.43,68,21893,109012,0,0,0.25,0.38,Auto Loan,1
CUST02451,36,Delhi,111156,120638,49114,9903,603,0.46,25,57535,56818,1,0,0.09,0.47,Home Loan,1
CUST02452,29,Mumbai,50383,46580,23509,10766,811,0.99,96,11687,24668,1,3,0.21,0.32,Auto Loan,1
CUST02453,51,Bangalore,106802,181545,55155,37922,814,0.76,82,14040,63636,0,0,0.36,0.13,Auto Loan,1
CUST02454,48,Nagpur,149720,156121,121714,54799,782,0.61,68,51259,101373,1,0,0.37,-0.18,None,0
CUST02455,23,Delhi,167755,157813,74479,31174,658,0.62,52,53947,100719,1,2,0.19,0.37,Home Loan,1
CUST02456,28,Nagpur,97142,108477,31572,42772,770,0.58,22,45924,48530,1,3,0.44,0.23,None,0
CUST02457,49,Mumbai,207103,108939,168701,47648,721,0.62,38,93479,1980,1,2,0.23,-0.04,Home Loan,1
CUST02458,52,Hyderabad,88822,84894,72713,36581,759,0.89,81,28519,61724,0,3,0.41,-0.23,Auto Loan,1
CUST02459,39,Mumbai,44532,63376,20913,12443,668,0.63,68,4293,25522,0,1,0.28,0.25,None,0
CUST02460,54,Chennai,112428,156259,37882,13175,710,0.61,29,52352,36971,1,2,0.12,0.55,Home Loan,1
CUST02461,35,Hyderabad,239497,401492,137799,57733,764,0.82,54,55492,45217,1,3,0.24,0.18,Home Loan,1
CUST02462,29,Mumbai,189524,299871,152243,53451,641,0.77,70,46924,92929,0,0,0.28,-0.09,None,0
CUST02463,37,Hyderabad,242998,277506,137331,105705,706,0.49,37,48802,123713,0,1,0.44,-0.0,None,0
CUST02464,50,Nagpur,93956,59416,26827,10898,788,0.87,63,34057,405,0,1,0.12,0.6,Personal Loan,1
CUST02465,47,Pune,159450,46643,52593,12581,672,0.47,95,20705,76657,1,1,0.08,0.59,Home Loan,1
CUST02466,28,Delhi,168125,279909,78309,58998,790,0.63,78,45891,64285,0,3,0.35,0.18,Auto Loan,1
CUST02467,59,Chennai,243614,263283,72158,82624,751,0.56,48,134647,109586,1,2,0.34,0.36,Home Loan,1
CUST02468,46,Chennai,130437,78715,102823,36414,764,0.77,73,66642,44038,1,1,0.28,-0.07,Home Loan,1
CUST02469,30,Bangalore,159540,215768,53178,60224,635,0.96,41,14546,15333,1,2,0.38,0.29,None,0
CUST02470,56,Delhi,179960,190538,50272,70756,685,0.88,79,10581,6001,1,3,0.39,0.33,Home Loan,1
CUST02471,29,Delhi,80114,67710,50440,17555,841,0.46,94,33434,30757,1,3,0.22,0.15,Home Loan,1
CUST02472,23,Delhi,76389,128413,39367,1641,713,0.89,27,21241,16993,1,3,0.02,0.46,Home Loan,1
CUST02473,30,Nagpur,123752,96209,104574,12671,760,0.89,82,70199,39504,1,1,0.1,0.05,Home Loan,1
CUST02474,52,Mumbai,69557,73412,47033,23505,743,0.47,85,28558,9021,1,3,0.34,-0.01,Personal Loan,1
CUST02475,59,Bangalore,165003,229929,93856,16341,596,0.83,75,53358,52919,0,0,0.1,0.33,Auto Loan,1
CUST02476,22,Bangalore,134776,50475,90656,34677,622,0.58,61,66156,48482,1,3,0.26,0.07,None,0
CUST02477,31,Pune,91907,140459,72799,39057,826,0.46,41,13818,26657,0,1,0.42,-0.22,None,0
CUST02478,33,Bangalore,249616,187188,118883,26726,714,0.59,27,50913,42306,0,2,0.11,0.42,Mortgage Loan,1
CUST02479,57,Mumbai,22201,27268,11160,2886,746,0.96,39,9242,14422,0,2,0.13,0.37,Personal Loan,1
CUST02480,43,Nagpur,65786,82738,34489,15031,583,0.94,77,30896,40919,0,0,0.23,0.25,Personal Loan,1
CUST02481,29,Mumbai,171704,51580,66190,20216,814,0.65,78,15405,84550,0,2,0.12,0.5,Auto Loan,1
CUST02482,43,Nagpur,244349,121099,205527,91852,800,0.46,92,46609,17853,1,3,0.38,-0.22,None,0
CUST02483,50,Delhi,242666,253013,203008,85802,737,0.61,87,65355,163559,1,0,0.35,-0.19,None,0
CUST02484,35,Chennai,163177,63677,87316,58522,803,0.55,81,57055,53162,1,1,0.36,0.11,None,0
CUST02485,56,Chennai,236323,54497,129417,35592,631,0.79,59,63015,159821,0,2,0.15,0.3,None,0
CUST02486,40,Mumbai,178462,201374,92157,44048,711,0.89,44,72570,42939,1,3,0.25,0.24,Home Loan,1
CUST02487,37,Hyderabad,112550,38412,52251,3435,808,0.51,85,43022,60850,0,1,0.03,0.51,Personal Loan,1
CUST02488,35,Chennai,37015,32452,17903,7569,735,0.42,93,9977,21648,1,2,0.2,0.31,Mortgage Loan,1
CUST02489,38,Chennai,66547,26344,17527,10693,776,0.96,43,5681,14977,0,1,0.16,0.58,Mortgage Loan,1
CUST02490,56,Mumbai,73701,51826,49180,6097,698,0.44,99,41260,34218,0,0,0.08,0.25,Personal Loan,1
CUST02491,43,Chennai,237213,355348,120673,83725,609,0.55,24,104070,67185,1,2,0.35,0.14,None,0
CUST02492,28,Chennai,197056,306686,136627,13708,827,0.45,20,76455,114201,0,2,0.07,0.24,None,0
CUST02493,26,Bangalore,142080,79257,116699,47812,784,0.93,96,15110,59763,1,0,0.34,-0.16,Home Loan,1
CUST02494,58,Nagpur,30744,7120,8900,10503,702,0.83,20,17599,15469,0,2,0.34,0.37,Personal Loan,1
CUST02495,59,Nagpur,119958,149421,48355,3022,748,0.66,92,50582,21931,1,2,0.03,0.57,Home Loan,1
CUST02496,54,Nagpur,184544,104867,112898,17042,714,0.98,30,11542,111546,0,1,0.09,0.3,Mortgage Loan,1
CUST02497,31,Nagpur,132307,228333,96587,45698,603,0.89,87,18483,70994,1,0,0.35,-0.08,None,0
CUST02498,32,Chennai,75026,133802,41462,1079,794,0.43,42,40277,33227,0,1,0.01,0.43,Personal Loan,1
CUST02499,56,Hyderabad,160815,27846,53461,19908,786,0.49,85,58603,87764,1,1,0.12,0.54,Home Loan,1
CUST02500,59,Bangalore,176232,258539,141788,60237,794,0.9,55,81203,73582,1,1,0.34,-0.15,Home Loan,1
CUST02501,51,Delhi,191129,299171,110498,61487,652,0.95,43,101249,88004,0,0,0.32,0.1,None,0
CUST02502,26,Pune,185667,256587,72689,2026,711,0.69,65,19528,78229,1,0,0.01,0.6,Home Loan,1
CUST02503,40,Delhi,231393,168291,95634,43640,800,0.5,24,127383,74926,0,1,0.19,0.4,Personal Loan,1
CUST02504,54,Mumbai,25676,41419,21087,10862,728,0.58,51,13274,1298,1,0,0.42,-0.24,None,0
CUST02505,26,Hyderabad,36372,29537,24789,4916,677,0.91,82,20572,14675,1,3,0.14,0.18,Personal Loan,1
CUST02506,27,Nagpur,67592,33629,26099,14141,717,0.97,87,10426,31852,0,2,0.21,0.4,Auto Loan,1
CUST02507,35,Delhi,42129,67998,34326,9399,840,0.63,55,9850,6264,1,0,0.22,-0.04,None,0
CUST02508,58,Nagpur,89512,35570,28530,25097,714,0.67,34,41476,24983,1,0,0.28,0.4,Home Loan,1
CUST02509,59,Hyderabad,226282,335335,127377,73108,638,0.61,75,124550,68291,1,0,0.32,0.11,None,0
CUST02510,28,Mumbai,214958,261893,163106,16850,650,0.78,97,30979,61984,0,0,0.08,0.16,Auto Loan,1
CUST02511,46,Pune,29655,3679,14591,8234,589,0.74,94,6823,453,1,0,0.28,0.23,None,0
CUST02512,38,Bangalore,200201,35821,136636,48649,794,0.55,40,38039,8573,1,3,0.24,0.07,Home Loan,1
CUST02513,48,Hyderabad,52155,51303,31993,22767,845,0.93,22,26852,3109,1,2,0.44,-0.05,None,0
CUST02514,27,Pune,172245,182039,132256,47217,782,0.66,57,15078,112250,1,1,0.27,-0.04,Home Loan,1
CUST02515,47,Delhi,71685,128485,36323,21360,714,0.7,35,13843,15786,1,3,0.3,0.2,Home Loan,1
CUST02516,43,Bangalore,94942,144483,38340,3253,755,0.41,76,12698,37242,0,3,0.03,0.56,Auto Loan,1
CUST02517,53,Mumbai,175605,136485,61511,72411,770,0.99,57,65734,11081,0,1,0.41,0.24,Personal Loan,1
CUST02518,42,Mumbai,44763,32834,20810,20119,732,0.71,63,9135,9191,0,2,0.45,0.09,None,0
CUST02519,58,Pune,43437,26987,23032,18121,804,0.55,72,17938,216,0,3,0.42,0.05,None,0
CUST02520,45,Nagpur,100433,62839,82263,43434,673,0.79,67,40501,21882,0,2,0.43,-0.25,None,0
CUST02521,43,Chennai,124450,180767,71004,12402,846,0.95,89,31930,42270,1,3,0.1,0.33,Home Loan,1
CUST02522,45,Pune,144383,49366,82261,39585,653,1.0,87,15683,83027,0,2,0.27,0.16,Auto Loan,1
CUST02523,48,Pune,54777,55589,24740,22014,636,0.86,64,27367,32253,0,0,0.4,0.15,None,0
CUST02524,31,Pune,148867,157436,70916,12041,756,0.55,36,20945,92803,1,1,0.08,0.44,Home Loan,1
CUST02525,35,Chennai,195488,293327,73410,81291,597,0.94,56,84035,84767,1,0,0.42,0.21,None,0
CUST02526,32,Bangalore,19395,22898,11215,7166,685,0.4,37,1204,5014,0,1,0.37,0.05,None,0
CUST02527,59,Mumbai,162652,22415,83297,58084,731,0.96,87,42473,13461,1,0,0.36,0.13,Home Loan,1
CUST02528,52,Delhi,180411,268436,131628,5936,594,0.89,93,92017,61318,0,0,0.03,0.24,Personal Loan,1
CUST02529,42,Bangalore,89882,13394,71587,36030,646,0.94,61,10329,39095,1,3,0.4,-0.2,None,0
CUST02530,28,Delhi,106399,191297,69434,19423,606,0.61,78,42871,60805,0,1,0.18,0.16,Personal Loan,1
CUST02531,43,Bangalore,175855,121755,98786,74125,837,0.62,97,57365,89702,1,1,0.42,0.02,Home Loan,1
CUST02532,22,Mumbai,178072,295758,102786,25650,663,0.48,66,86409,120731,1,1,0.14,0.28,Home Loan,1
CUST02533,48,Pune,104242,23130,79232,38902,736,0.74,81,30906,56492,0,3,0.37,-0.13,None,0
CUST02534,35,Pune,143517,121722,82852,49902,791,0.85,89,36948,33457,1,0,0.35,0.07,Home Loan,1
CUST02535,38,Mumbai,95428,66726,41210,10696,808,0.42,37,37131,18426,0,3,0.11,0.46,None,0
CUST02536,58,Pune,95104,65610,54754,40507,744,0.7,31,16760,59282,0,0,0.43,-0.0,None,0
CUST02537,31,Pune,25087,40571,18603,2855,750,0.69,43,1639,8519,1,1,0.11,0.14,None,0
CUST02538,36,Bangalore,50036,73161,30042,14940,773,0.9,60,9457,31930,0,1,0.3,0.1,Auto Loan,1
CUST02539,50,Chennai,242751,336872,61717,54254,634,0.68,45,33239,71193,0,1,0.22,0.52,None,0
CUST02540,47,Pune,60256,66727,33837,11141,697,0.85,87,28229,30197,1,2,0.18,0.25,Personal Loan,1
CUST02541,28,Mumbai,60424,23093,22550,9593,679,0.65,33,22941,23400,1,3,0.16,0.47,None,0
CUST02542,30,Delhi,26299,38527,14387,8545,836,0.56,43,15625,9135,1,2,0.32,0.13,None,0
CUST02543,33,Nagpur,243451,225783,72843,4620,697,0.44,25,136875,112244,1,1,0.02,0.68,Home Loan,1
CUST02544,45,Mumbai,206436,181352,71320,78387,767,0.77,82,69352,140400,1,1,0.38,0.27,Home Loan,1
CUST02545,41,Nagpur,35416,34976,19734,9625,597,0.94,82,10425,17357,1,3,0.27,0.17,Mortgage Loan,1
CUST02546,29,Chennai,204829,104797,142369,73488,586,0.99,69,83082,31297,0,2,0.36,-0.05,None,0
CUST02547,43,Delhi,196616,51156,115694,32146,718,0.52,33,31789,96072,0,2,0.16,0.25,None,0
CUST02548,58,Delhi,224408,118115,118124,16238,713,0.55,86,123626,106279,0,1,0.07,0.4,Personal Loan,1
CUST02549,26,Chennai,21755,13604,17656,6242,724,0.85,26,12571,6364,0,0,0.29,-0.1,None,0
CUST02550,39,Bangalore,135679,190016,99344,50980,785,0.63,71,69390,93948,0,2,0.38,-0.11,None,0
CUST02551,54,Bangalore,80417,81971,61522,687,789,0.99,29,37935,7158,1,3,0.01,0.23,Home Loan,1
CUST02552,50,Delhi,235039,105536,133125,82471,789,0.97,68,134659,125284,1,3,0.35,0.08,Home Loan,1
CUST02553,59,Nagpur,27552,41188,10931,8208,761,0.73,37,2573,14075,1,2,0.3,0.31,Mortgage Loan,1
CUST02554,24,Bangalore,226598,368697,78474,84560,584,0.89,53,11965,158394,1,0,0.37,0.28,Home Loan,1
CUST02555,59,Delhi,186844,53495,51125,29253,687,0.74,36,73944,31997,0,3,0.16,0.57,None,0
CUST02556,47,Chennai,126541,212752,47077,39139,581,0.86,64,41761,62747,1,2,0.31,0.32,Home Loan,1
CUST02557,53,Mumbai,65385,98202,36963,28411,697,0.73,76,15309,29770,1,0,0.43,0.0,None,0
CUST02558,48,Hyderabad,188012,77464,51656,52391,599,0.5,57,91246,125642,1,1,0.28,0.45,Home Loan,1
CUST02559,52,Pune,200651,137212,141853,14766,632,0.87,60,93228,100275,0,2,0.07,0.22,None,0
CUST02560,58,Bangalore,19803,23124,7026,3390,830,0.83,47,1595,7123,0,0,0.17,0.47,Mortgage Loan,1
CUST02561,59,Hyderabad,186748,125441,142818,12839,734,0.8,30,70727,41089,1,1,0.07,0.17,Home Loan,1
CUST02562,51,Bangalore,245673,258970,201342,72288,583,0.6,82,127897,46688,0,0,0.29,-0.11,None,0
CUST02563,43,Pune,94890,54066,56493,5002,799,0.96,65,38842,25291,0,2,0.05,0.35,Personal Loan,1
CUST02564,43,Delhi,24857,24623,9320,6793,749,0.5,54,2157,1153,0,0,0.27,0.35,Mortgage Loan,1
CUST02565,22,Nagpur,134293,91674,44201,34776,610,0.84,72,28402,86,0,0,0.26,0.41,Auto Loan,1
CUST02566,28,Mumbai,125167,139048,49221,46848,615,0.46,61,10165,64828,1,0,0.37,0.23,None,0
CUST02567,52,Delhi,33860,23525,19487,6338,690,0.41,74,9306,20049,1,2,0.19,0.24,None,0
CUST02568,29,Delhi,68653,73516,22129,6194,805,0.94,73,24209,29778,1,1,0.09,0.59,Personal Loan,1
CUST02569,49,Pune,109513,82283,48423,48870,690,0.52,79,37177,59025,1,3,0.45,0.11,None,0
CUST02570,54,Nagpur,85431,80248,47989,23687,626,0.7,86,49075,52799,0,0,0.28,0.16,Personal Loan,1
CUST02571,58,Chennai,36618,19704,27177,4580,657,0.66,61,21815,9874,0,0,0.13,0.13,None,0
CUST02572,28,Pune,28704,15521,24225,5407,743,0.69,58,16172,12566,1,0,0.19,-0.03,None,0
CUST02573,29,Bangalore,147848,187581,41989,7303,602,0.91,61,36305,15037,0,3,0.05,0.67,Auto Loan,1
CUST02574,37,Bangalore,219929,275456,151082,35795,839,0.54,50,55208,98331,1,0,0.16,0.15,Home Loan,1
CUST02575,29,Pune,91736,35637,41324,17090,731,0.59,80,53616,52024,1,2,0.19,0.36,Home Loan,1
CUST02576,26,Nagpur,114653,185298,31912,38969,638,0.63,39,58886,51401,0,2,0.34,0.38,None,0
CUST02577,26,Chennai,58030,57772,28321,8663,658,0.42,76,22242,11342,0,0,0.15,0.36,None,0
CUST02578,31,Mumbai,209700,211092,176435,50159,830,0.92,46,44966,40432,1,0,0.24,-0.08,Home Loan,1
CUST02579,57,Nagpur,225190,265266,113610,43335,829,0.61,63,89738,108728,0,0,0.19,0.3,Personal Loan,1
CUST02580,56,Delhi,197790,78189,56969,46955,830,0.71,42,47787,130944,0,2,0.24,0.47,Mortgage Loan,1
CUST02581,23,Nagpur,219238,275457,85269,54273,664,0.77,62,28713,116193,1,3,0.25,0.36,Home Loan,1
CUST02582,29,Chennai,174388,219368,95505,3777,722,0.83,27,60678,118788,1,0,0.02,0.43,Home Loan,1
CUST02583,37,Nagpur,44654,14717,25832,3636,706,0.81,88,11094,13594,0,0,0.08,0.34,Auto Loan,1
CUST02584,30,Bangalore,128289,107949,72006,18526,792,0.84,60,11905,30951,1,1,0.14,0.29,Home Loan,1
