customer_id,age,gender,marital_status,dependents,education,employment_type,city_tier,monthly_income,salary_consistency_score,years_with_bank,avg_monthly_balance,monthly_credit_amount,monthly_debit_amount,monthly_transaction_count,emi_obligations,debt_to_income_ratio,credit_utilization_ratio,cibil_score,active_loans,missed_payments_12m,monthly_investment_amount,investment_value,has_fixed_deposit,has_mutual_fund,digital_logins_30d,upi_transactions_30d,mobile_banking_user,loan_product_interest,loan_amount_requested,loan_tenure_months,loan_accepted
CUST002862,47,Male,Married,1,High School,Government,Tier 1,50088.98,0.93,5.1,46056.38,46916.57,40339.43,33,0.0,0.0,0.144,818,0,0,4663.57,205079.41,0,0,18,23,0,Mortgage Loan,2878000,120,1
CUST002863,31,Female,Married,1,Graduate,Business,Tier 3,56977.8,0.824,7.2,19322.19,53369.09,48785.91,38,10085.09,0.177,0.387,750,1,0,19477.59,963566.64,0,0,25,26,1,Auto Loan,788000,60,0
CUST002864,70,Female,Single,1,Professional,Retired,Tier 3,60876.06,0.813,8.6,12850.48,57020.45,54340.51,42,9310.62,0.153,0.139,799,1,0,7977.15,103939.86,0,0,11,4,0,Personal Loan,328000,60,0
CUST002865,28,Male,Married,1,Postgraduate,Business,Tier 1,55954.45,0.656,10.0,61440.67,52410.55,39398.06,36,0.0,0.0,0.065,814,0,0,19777.96,934133.46,1,1,30,29,1,Personal Loan,373000,48,0
CUST002866,26,Female,Married,2,Graduate,Government,Tier 1,33296.66,0.968,8.0,22516.33,31187.8,26394.48,32,0.0,0.0,0.163,855,0,0,0.0,0.0,1,0,23,31,1,Personal Loan,244000,24,1
CUST002867,46,Female,Single,1,Graduate,Salaried,Tier 3,41638.54,0.787,5.9,21078.6,39001.34,34645.9,32,12518.73,0.301,0.291,713,2,0,3677.46,234321.49,0,0,14,11,1,Personal Loan,369000,12,0
CUST002868,57,Female,Married,2,Professional,Salaried,Tier 2,157116.35,0.819,9.3,86004.13,147165.31,125168.76,44,27533.99,0.175,0.34,652,1,1,12044.18,203035.6,0,1,9,7,1,Auto Loan,1726000,36,0
CUST002869,41,Female,Married,1,Postgraduate,Salaried,Tier 1,77358.74,0.949,7.9,22431.4,72459.19,64168.74,39,14382.32,0.186,0.438,723,2,1,0.0,0.0,0,1,25,13,1,Home Loan,4363000,240,0
CUST002870,46,Male,Married,2,Graduate,Government,Tier 2,65048.93,0.883,4.8,44277.4,60929.03,50727.79,48,22579.48,0.347,0.315,753,2,0,29090.56,1731996.11,1,1,21,16,0,Personal Loan,288000,12,1
CUST002871,21,Female,Single,0,Graduate,Salaried,Tier 3,30221.86,0.945,3.0,20178.69,28307.74,25339.93,27,5393.92,0.178,0.473,779,4,0,4380.99,93754.88,0,1,29,36,1,Home Loan,1509000,240,1
CUST002872,33,Male,Married,0,Postgraduate,Government,Tier 3,50571.69,0.842,3.9,33373.54,47368.71,41308.1,35,7050.49,0.139,0.288,741,5,0,7837.62,445416.59,0,0,21,32,1,Mortgage Loan,1743000,180,0
CUST002873,28,Male,Single,2,Graduate,Salaried,Tier 1,54189.81,1.0,2.0,22942.38,50757.67,41294.24,33,19170.19,0.354,0.225,744,5,0,7658.87,79352.61,0,1,27,37,1,Personal Loan,535000,12,1
CUST002874,21,Female,Single,0,Graduate,Salaried,Tier 2,25570.81,0.934,1.3,18467.18,23951.27,17856.48,34,3015.83,0.118,0.168,807,1,0,5377.0,100376.65,0,0,33,39,1,Personal Loan,196000,60,0
CUST002875,41,Male,Single,2,Graduate,Self-employed,Tier 2,54800.39,0.726,10.1,37310.14,51329.58,37933.15,42,3306.15,0.06,0.501,686,1,0,16598.48,387222.37,0,0,19,16,1,Personal Loan,406000,12,0
CUST002876,21,Female,Single,4,Graduate,Salaried,Tier 1,36983.17,0.849,3.0,24735.48,34640.82,27877.9,46,6002.04,0.162,0.306,769,2,0,700.61,34399.58,1,0,32,32,1,Personal Loan,223000,60,0
CUST002877,25,Female,Married,0,High School,Salaried,Tier 1,33651.26,0.881,7.0,18286.11,31519.94,26349.91,28,14519.7,0.431,0.436,660,2,0,2371.59,97582.21,0,0,32,38,1,Personal Loan,264000,36,0
CUST002878,34,Female,Married,1,Postgraduate,Government,Tier 1,55966.86,1.0,3.9,29766.04,52422.17,45651.48,30,13317.74,0.238,0.165,695,1,1,13365.21,684454.2,0,1,34,29,1,Auto Loan,1110000,24,1
CUST002879,31,Female,Married,0,High School,Salaried,Tier 1,83066.31,0.793,6.9,39184.07,77805.27,73809.29,50,19969.17,0.24,0.699,676,1,0,30329.05,1225994.67,0,0,26,31,0,Personal Loan,618000,48,1
CUST002880,44,Female,Married,1,Graduate,Salaried,Tier 2,26677.26,0.835,4.5,15808.85,24987.64,18623.19,32,4746.19,0.178,0.213,741,1,0,8372.22,195715.78,0,1,14,15,0,Personal Loan,244000,24,0
CUST002881,43,Female,Single,1,Professional,Business,Tier 1,69320.25,0.693,3.9,15603.76,64929.82,55836.46,37,0.0,0.0,0.564,757,0,0,16354.92,268297.15,0,1,25,24,1,Personal Loan,645000,12,1
CUST002882,50,Male,Divorced,2,Graduate,Business,Tier 2,96085.91,0.734,5.9,54802.75,90000.27,76322.92,43,11627.55,0.121,0.205,612,5,3,14837.1,639027.49,1,1,15,20,0,Personal Loan,678000,12,0
CUST002883,48,Male,Married,1,Graduate,Salaried,Tier 2,81795.9,0.935,15.1,40125.42,76615.32,69311.38,50,14740.4,0.18,0.368,759,1,0,30724.89,1733505.33,0,0,15,19,0,Personal Loan,653000,60,1
CUST002884,53,Male,Single,3,Graduate,Salaried,Tier 1,142516.62,0.92,2.0,217276.52,133490.27,113183.35,46,0.0,0.0,0.088,806,0,0,0.0,0.0,1,1,16,9,1,Auto Loan,1646000,48,1
CUST002885,40,Male,Married,0,Graduate,Salaried,Tier 2,46042.1,0.794,9.8,13139.0,43126.0,33558.48,31,17381.35,0.378,0.337,681,5,0,31729.08,459539.47,0,0,26,24,1,Mortgage Loan,1673000,60,1
CUST002886,43,Male,Single,0,Graduate,Salaried,Tier 1,65775.7,0.942,2.8,16343.24,61609.77,57296.05,49,18355.66,0.279,0.28,683,1,0,9819.58,216283.26,0,0,19,17,1,Personal Loan,325000,24,1
CUST002887,46,Female,Divorced,1,Postgraduate,Salaried,Tier 2,95813.17,0.941,3.9,35287.89,89744.8,59261.61,37,8588.02,0.09,0.175,794,2,0,64914.31,3485235.31,1,0,15,22,1,Home Loan,2671000,360,0
CUST002888,42,Male,Married,0,Graduate,Salaried,Tier 1,116477.36,0.886,9.3,76668.21,109100.21,96333.89,54,42307.11,0.363,0.413,695,2,0,24045.73,491271.35,1,1,23,25,0,Home Loan,3373000,120,1
CUST002889,36,Female,Single,2,High School,Business,Tier 2,26991.81,0.67,9.2,12940.4,25282.27,21655.76,40,3713.96,0.138,0.32,735,1,0,793.72,30796.26,0,0,32,25,1,Home Loan,926000,180,1
CUST002890,36,Male,Married,1,Graduate,Salaried,Tier 2,52224.67,0.903,4.1,9958.87,48917.0,45329.05,50,2728.05,0.052,0.468,714,1,0,14701.97,347705.85,1,0,25,22,0,Home Loan,3025000,300,0
CUST002891,31,Male,Married,1,Graduate,Business,Tier 2,77903.25,0.698,10.2,19335.88,72969.21,70279.01,49,0.0,0.0,0.247,757,0,0,25938.61,824814.91,0,1,29,19,1,Personal Loan,673000,48,0
CUST002892,45,Female,Single,1,Graduate,Salaried,Tier 1,58787.3,0.876,7.2,65672.67,55063.98,43850.19,43,0.0,0.0,0.544,738,0,0,5896.47,56239.21,0,1,20,17,1,Home Loan,1940000,240,1
CUST002893,39,Male,Married,1,Professional,Salaried,Tier 3,78618.81,0.882,4.9,148949.26,73639.45,68371.17,54,3694.91,0.047,0.315,721,2,1,18812.44,816052.35,1,0,27,27,1,Auto Loan,910000,48,0
CUST002894,33,Male,Married,0,Graduate,Salaried,Tier 2,35351.85,0.81,6.8,27749.32,33112.82,25977.4,43,6540.05,0.185,0.196,771,1,0,4423.54,64448.14,0,1,27,29,1,Personal Loan,187000,24,0
CUST002895,33,Male,Single,4,High School,Salaried,Tier 2,54974.0,0.883,14.5,27725.21,51492.2,53363.26,31,13767.08,0.25,0.201,768,1,0,19496.65,664650.88,0,1,30,28,1,Home Loan,2279000,300,1
CUST002896,27,Female,Single,2,Graduate,Salaried,Tier 2,19480.93,0.966,9.0,12431.28,18247.1,14945.04,30,7016.76,0.36,0.655,666,1,0,0.0,0.0,1,1,27,31,1,Auto Loan,253000,60,0
CUST002897,51,Male,Married,0,Graduate,Self-employed,Tier 3,48981.72,0.724,4.8,16943.81,45879.44,34792.86,40,9712.78,0.198,0.278,729,2,0,0.0,0.0,0,0,24,17,1,Personal Loan,252000,60,1
CUST002898,41,Male,Married,1,Graduate,Salaried,Tier 2,66280.87,0.865,2.3,82795.14,62082.94,51550.44,35,0.0,0.0,0.471,705,0,0,10240.68,473844.23,0,0,20,18,0,Home Loan,3526000,180,0
CUST002899,31,Female,Married,0,High School,Government,Tier 2,26724.97,0.931,5.2,39594.18,25032.33,24700.7,30,0.0,0.0,0.143,810,0,0,10085.39,727625.6,0,0,31,41,0,Personal Loan,264000,12,0
CUST002900,49,Male,Married,1,High School,Salaried,Tier 2,60485.8,1.0,8.9,21428.14,56654.9,54087.07,46,5261.47,0.087,0.165,749,1,0,14175.31,399878.21,0,1,12,15,1,Auto Loan,1022000,48,1
CUST002901,34,Female,Married,0,Postgraduate,Self-employed,Tier 2,74060.62,0.601,9.0,55924.78,69369.96,62692.5,63,1275.48,0.017,0.531,730,1,0,9835.11,551672.92,0,0,29,26,1,Personal Loan,685000,60,0
CUST002902,25,Male,Married,1,High School,Salaried,Tier 2,32063.34,0.932,2.2,13523.96,30032.59,29665.67,41,0.0,0.0,0.199,717,0,0,6271.85,210522.88,0,1,21,28,1,Personal Loan,268000,48,1
CUST002903,51,Female,Married,2,Graduate,Government,Tier 2,71651.16,1.0,9.7,56947.45,67113.1,61012.03,44,40513.58,0.565,0.236,698,1,0,14314.76,1223812.78,0,1,18,11,1,Personal Loan,456000,48,0
CUST002904,34,Female,Single,1,Professional,Self-employed,Tier 2,80546.3,0.582,12.1,37162.81,75444.86,64145.42,38,10733.39,0.133,0.728,690,1,0,2316.48,133632.47,1,0,17,32,1,Home Loan,2801000,360,0
CUST002905,36,Female,Single,0,Graduate,Salaried,Tier 2,24025.34,0.867,1.4,8432.66,22503.68,18031.56,40,1548.22,0.064,0.711,715,1,0,2213.98,98081.42,0,0,20,32,1,Mortgage Loan,1334000,120,1
CUST002906,40,Male,Single,2,Graduate,Business,Tier 2,144828.92,0.809,22.0,93710.68,135656.11,106232.76,54,56721.97,0.392,0.463,528,1,3,13485.62,2006291.44,0,0,18,21,1,Personal Loan,765000,36,0
CUST002907,53,Male,Married,2,Graduate,Government,Tier 1,122438.94,0.892,12.5,29082.83,114684.21,95726.72,56,22877.87,0.187,0.547,760,3,0,39073.87,1979830.15,0,1,14,6,1,Home Loan,4284000,360,0
CUST002908,40,Female,Married,0,Graduate,Government,Tier 2,66162.98,0.962,3.5,36385.97,61972.52,55290.45,44,6264.32,0.095,0.361,753,1,0,0.0,0.0,0,0,22,20,1,Personal Loan,392000,48,1
CUST002909,27,Female,Married,1,Graduate,Salaried,Tier 2,35088.1,0.768,9.0,16903.76,32865.78,23938.07,40,0.0,0.0,0.31,808,0,0,7282.37,253415.14,0,1,31,48,1,Personal Loan,328000,48,1
CUST002910,46,Male,Married,2,High School,Self-employed,Tier 2,54729.02,0.638,5.4,44979.63,51262.73,43869.1,45,0.0,0.0,0.052,802,0,0,17775.97,525633.78,1,1,19,20,1,Personal Loan,314000,24,0
CUST002911,35,Female,Married,0,Postgraduate,Self-employed,Tier 2,35432.35,0.782,10.9,22562.54,33188.23,28430.7,38,13516.61,0.381,0.361,757,1,0,5914.36,83468.93,0,0,31,31,1,Mortgage Loan,1286000,180,1
CUST002912,61,Female,Single,0,High School,Retired,Tier 1,17619.12,0.831,2.9,10034.83,16503.21,10700.46,33,0.0,0.0,0.086,750,0,0,2178.61,118210.32,0,0,13,3,0,Auto Loan,381000,36,0
CUST002913,40,Male,Married,2,Graduate,Self-employed,Tier 1,193215.18,0.539,8.1,188188.97,180977.81,145834.7,60,14158.06,0.073,0.046,770,1,0,0.0,0.0,1,0,20,20,1,Home Loan,9319000,180,0
CUST002914,21,Female,Married,1,Graduate,Salaried,Tier 2,21388.43,0.877,3.0,19509.53,20033.78,18104.54,29,2616.68,0.122,0.316,805,1,0,14519.92,783248.67,0,0,29,39,1,Mortgage Loan,878000,120,0
CUST002915,44,Male,Married,3,Postgraduate,Salaried,Tier 1,80971.81,0.923,4.8,76747.28,75843.42,63976.27,53,14904.5,0.184,0.307,704,2,1,44336.48,1113239.84,0,1,11,16,1,Personal Loan,754000,24,1
CUST002916,61,Female,Married,2,Postgraduate,Retired,Tier 1,69170.31,0.891,4.8,20295.07,64789.38,60072.27,41,9258.65,0.134,0.537,754,1,0,7856.43,365120.85,0,0,14,4,0,Personal Loan,457000,12,0
CUST002917,57,Male,Single,1,Graduate,Self-employed,Tier 3,63152.19,0.646,6.0,53526.18,59152.42,50611.67,50,11116.48,0.176,0.207,744,1,1,14174.9,191977.31,1,0,13,10,1,Home Loan,2912000,120,0
CUST002918,60,Male,Divorced,0,Graduate,Salaried,Tier 1,72553.97,0.939,14.3,105290.68,67958.73,57774.72,53,0.0,0.0,0.278,737,0,2,28804.03,3347894.45,1,1,12,8,1,Auto Loan,922000,72,0
CUST002919,29,Female,Married,1,High School,Government,Tier 1,30353.48,1.0,11.0,6097.2,28431.03,25934.43,41,12695.36,0.418,0.562,644,1,0,0.0,0.0,0,0,32,37,0,Personal Loan,186000,48,0
CUST002920,50,Male,Married,1,High School,Government,Tier 1,47569.04,0.992,2.7,12290.21,44556.23,39129.18,39,12071.6,0.254,0.641,747,2,0,0.0,0.0,0,1,21,20,1,Personal Loan,364000,60,0
CUST002921,32,Male,Married,0,Graduate,Self-employed,Tier 1,98910.82,0.746,8.4,172017.25,92646.26,84641.55,59,0.0,0.0,0.145,789,0,0,37716.6,2779680.05,0,0,15,25,1,Personal Loan,607000,12,0
CUST002922,42,Male,Married,1,Graduate,Salaried,Tier 1,84560.57,0.878,6.9,61371.35,79204.89,66305.44,47,0.0,0.0,0.172,740,0,0,27370.16,658390.23,0,1,18,21,0,Home Loan,4779000,360,1
CUST002923,26,Female,Single,1,Postgraduate,Government,Tier 1,85304.0,0.9,3.4,32624.89,79901.23,65305.04,41,12320.33,0.144,0.509,784,1,0,5017.08,238260.73,0,0,21,30,1,Auto Loan,966000,48,0
CUST002924,33,Female,Married,2,Professional,Government,Tier 1,37086.71,0.831,2.8,9618.02,34737.81,32727.67,44,0.0,0.0,0.144,731,0,0,5068.19,96336.07,0,0,36,25,1,Personal Loan,290000,24,0
CUST002925,33,Male,Single,0,Graduate,Self-employed,Tier 3,52370.6,0.56,3.4,19536.04,49053.68,48030.63,62,7564.75,0.144,0.411,740,1,0,10189.72,73713.57,1,1,17,28,1,Auto Loan,684000,24,0
CUST002926,50,Female,Single,1,Postgraduate,Self-employed,Tier 2,96986.56,0.66,6.3,15064.55,90843.87,67312.24,50,14475.13,0.149,0.285,787,1,0,32336.18,1507077.09,0,1,15,14,1,Home Loan,3027000,240,0
CUST002927,49,Female,Single,0,High School,Salaried,Tier 1,39470.37,0.984,4.4,27074.76,36970.5,33292.76,29,0.0,0.0,0.463,760,0,0,2190.66,56367.1,0,1,18,18,0,Personal Loan,255000,12,0
CUST002928,43,Female,Married,1,Postgraduate,Salaried,Tier 3,131985.97,0.805,1.3,128858.59,123626.58,100153.73,66,0.0,0.0,0.231,746,0,1,62811.88,2021349.28,0,1,21,18,1,Home Loan,6890000,240,0
CUST002929,25,Male,Married,1,Graduate,Self-employed,Tier 3,19448.82,0.916,7.0,25490.11,18217.02,17072.07,33,2494.0,0.128,0.323,775,1,0,1751.25,16093.68,1,0,29,28,1,Personal Loan,194000,12,0
CUST002930,37,Female,Married,2,Graduate,Business,Tier 1,79486.23,0.706,5.5,14233.08,74451.93,69357.18,41,12317.26,0.155,0.265,701,4,0,33919.75,1931076.25,0,1,14,26,1,Personal Loan,495000,12,0
CUST002931,32,Female,Married,1,High School,Self-employed,Tier 1,72587.35,0.59,14.0,57485.07,67990.0,55043.3,44,12321.27,0.17,0.383,622,3,2,29924.0,2648526.34,0,1,25,38,1,Personal Loan,440000,12,0
CUST002932,50,Male,Single,0,Graduate,Salaried,Tier 1,77489.28,0.836,2.7,45469.72,72581.46,68791.38,38,10922.71,0.141,0.375,754,1,0,22225.15,167472.89,0,0,18,16,1,Personal Loan,674000,24,0
CUST002933,53,Female,Married,4,Graduate,Government,Tier 2,24792.31,0.944,2.7,22061.44,23222.08,20482.98,35,0.0,0.0,0.281,776,0,0,376.02,19455.55,0,0,11,13,1,Auto Loan,472000,72,1
CUST002934,52,Female,Married,2,Graduate,Salaried,Tier 2,108962.52,0.989,2.1,13610.27,102061.33,68092.47,40,0.0,0.0,0.33,766,0,0,0.0,0.0,0,0,19,16,1,Auto Loan,1172000,60,0
CUST002935,32,Female,Single,1,Postgraduate,Salaried,Tier 2,30320.73,0.889,4.5,16651.34,28400.35,25308.33,43,2843.36,0.094,0.225,762,2,1,3380.35,76345.58,0,0,21,34,0,Home Loan,1456000,120,0
CUST002936,21,Female,Married,1,Professional,Salaried,Tier 2,34407.71,0.781,3.0,9799.81,32228.48,26545.18,40,4965.38,0.144,0.486,692,1,1,9534.21,454275.28,0,0,25,37,1,Personal Loan,239000,24,0
CUST002937,21,Non-binary,Married,1,Graduate,Government,Tier 1,62621.58,1.0,2.6,17894.43,58655.41,52032.04,34,9661.23,0.154,0.279,737,2,0,16940.52,863249.83,0,0,23,31,1,Mortgage Loan,3623000,84,0
CUST002938,56,Female,Married,4,Graduate,Government,Tier 1,45998.69,0.901,13.0,79118.6,43085.34,39144.64,31,20753.63,0.451,0.256,759,3,0,3510.99,251235.73,1,0,17,10,1,Auto Loan,528000,60,1
CUST002939,36,Male,Married,3,Postgraduate,Salaried,Tier 2,59673.69,0.815,2.0,93765.13,55894.23,45849.85,47,19003.33,0.318,0.32,678,4,2,0.0,0.0,0,0,20,29,1,Auto Loan,1110000,84,0
CUST002940,32,Female,Married,2,Graduate,Salaried,Tier 1,36386.04,0.918,5.1,22967.52,34081.51,26274.04,37,2476.85,0.068,0.302,798,1,0,7557.81,275060.54,0,0,24,42,0,Home Loan,2145000,360,1
CUST002941,58,Female,Married,0,High School,Salaried,Tier 1,53858.5,0.96,6.0,8622.22,50447.35,44359.42,37,4184.57,0.078,0.364,786,1,0,25005.13,1701612.41,0,1,10,11,0,Personal Loan,329000,12,1
CUST002942,54,Female,Divorced,2,Graduate,Government,Tier 1,113986.01,1.0,15.8,41956.3,106766.65,98680.36,52,31038.28,0.272,0.42,669,1,1,27148.32,494579.01,0,1,13,14,1,Personal Loan,749000,36,1
CUST002943,40,Male,Single,3,Graduate,Salaried,Tier 3,21716.29,0.74,1.3,37527.46,20340.88,14961.12,38,3192.46,0.147,0.581,719,1,0,5314.07,127479.27,0,1,31,21,1,Auto Loan,260000,36,0
CUST002944,37,Female,Married,0,Graduate,Salaried,Tier 2,54220.62,1.0,10.8,26845.25,50786.53,32683.74,40,0.0,0.0,0.112,805,0,0,14040.81,593885.41,0,0,22,36,1,Mortgage Loan,2060000,60,1
CUST002945,39,Female,Divorced,1,Graduate,Salaried,Tier 1,29945.03,0.796,8.7,8160.5,28048.45,20297.58,35,4683.06,0.156,0.074,752,1,0,11869.96,419283.24,0,1,36,24,1,Personal Loan,222000,48,1
CUST002946,42,Male,Married,2,Graduate,Self-employed,Tier 1,174966.84,0.721,5.5,106740.06,163885.24,142502.93,48,19414.5,0.111,0.286,741,2,0,0.0,0.0,1,0,25,25,1,Mortgage Loan,10288000,60,1
CUST002947,58,Female,Married,2,Postgraduate,Salaried,Tier 2,55744.36,0.917,7.4,29492.27,52213.77,46902.31,42,14713.95,0.264,0.514,709,2,1,11479.9,343756.36,0,0,9,7,1,Home Loan,2223000,360,0
CUST002948,45,Male,Single,0,Postgraduate,Salaried,Tier 2,96883.71,0.928,17.0,27531.81,90747.54,79501.98,53,0.0,0.0,0.231,791,0,0,0.0,0.0,0,0,17,14,1,Personal Loan,624000,12,1
CUST002949,48,Female,Married,2,Postgraduate,Salaried,Tier 2,90313.67,0.863,5.0,33716.03,84593.61,72287.42,56,25662.29,0.284,0.22,747,2,0,7301.79,98431.71,0,1,23,18,1,Personal Loan,825000,48,0
CUST002950,53,Female,Married,0,Graduate,Salaried,Tier 2,62966.54,0.972,5.0,14982.98,58978.53,55597.14,56,8937.51,0.142,0.433,686,1,1,14247.15,462035.77,0,1,22,14,1,Home Loan,2835000,120,1
CUST002951,27,Male,Married,1,Postgraduate,Self-employed,Tier 2,52512.11,0.673,5.8,133546.14,49186.23,41602.5,47,5266.1,0.1,0.125,757,1,0,5055.05,156194.47,0,0,28,28,1,Personal Loan,297000,48,0
CUST002952,48,Female,Single,0,Graduate,Salaried,Tier 1,39724.46,0.992,15.3,13275.51,37208.49,27796.41,40,0.0,0.0,0.663,757,0,0,13550.69,1034489.68,1,0,21,15,1,Personal Loan,385000,12,1
CUST002953,37,Female,Single,1,Graduate,Self-employed,Tier 2,101825.05,0.58,11.1,41579.27,95375.91,89643.09,49,22366.94,0.22,0.7,717,2,0,32752.97,2484381.63,1,1,22,26,1,Personal Loan,740000,48,0
CUST002954,21,Female,Married,2,Graduate,Salaried,Tier 1,29551.43,1.0,3.0,13359.36,27679.78,22079.18,29,7325.05,0.248,0.391,769,2,0,7742.24,187446.78,0,1,26,35,1,Personal Loan,236000,60,1
CUST002955,21,Female,Married,1,Graduate,Self-employed,Tier 3,31461.65,0.531,3.0,27235.23,29469.01,18371.26,38,0.0,0.0,0.235,696,0,0,6370.16,358229.63,0,1,28,46,1,Home Loan,847000,360,0
CUST002956,29,Male,Divorced,0,Graduate,Salaried,Tier 3,30115.14,1.0,5.2,5028.71,28207.78,22022.52,32,4874.94,0.162,0.529,690,2,1,17134.31,389419.77,0,1,20,36,1,Personal Loan,208000,60,1
CUST002957,46,Female,Married,1,Postgraduate,Government,Tier 1,135954.77,0.91,8.7,72530.84,127344.01,93252.43,52,15769.56,0.116,0.102,780,1,1,37421.24,797931.42,0,1,21,16,0,Auto Loan,2118000,60,0
CUST002958,41,Male,Married,2,Graduate,Self-employed,Tier 1,185393.55,0.705,7.1,112957.04,173651.57,161996.6,48,6757.52,0.036,0.288,749,1,1,96078.57,3688643.74,0,0,22,23,1,Home Loan,10687000,120,0
CUST002959,42,Female,Single,2,High School,Salaried,Tier 3,23506.01,0.845,3.3,17279.83,22017.25,20206.03,43,0.0,0.0,0.221,803,0,0,3113.83,47814.79,0,0,25,30,0,Personal Loan,124000,48,0
CUST002960,61,Female,Married,1,Postgraduate,Retired,Tier 2,56576.89,0.858,2.2,34858.81,52993.57,47906.54,37,3173.75,0.056,0.271,731,2,0,10310.58,132897.96,1,1,11,6,1,Personal Loan,442000,24,1
CUST002961,26,Female,Married,4,Postgraduate,Salaried,Tier 1,105916.61,0.847,4.6,30899.99,99208.33,88704.91,39,25353.98,0.239,0.386,706,1,0,14784.75,760881.59,0,0,24,26,1,Personal Loan,902000,48,0
CUST002962,40,Male,Single,1,Graduate,Salaried,Tier 1,109658.63,0.946,6.3,57430.35,102713.35,77158.98,45,35272.81,0.322,0.366,732,3,0,9659.52,700591.71,0,0,15,26,1,Home Loan,5319000,240,1
CUST002963,43,Male,Married,1,Graduate,Salaried,Tier 1,61518.67,0.913,7.7,47984.29,57622.36,40050.88,36,2654.3,0.043,0.082,771,2,0,7583.62,469978.14,0,0,19,25,1,Home Loan,2714000,240,0
CUST002964,32,Male,Single,0,Postgraduate,Salaried,Tier 1,71977.93,0.982,8.2,41782.24,67419.18,64260.96,41,19757.88,0.274,0.242,732,1,0,29961.06,2072510.86,0,1,22,31,0,Personal Loan,488000,12,0
CUST002965,40,Female,Married,1,High School,Business,Tier 3,70219.04,0.766,2.9,37346.62,65771.69,63587.16,34,4391.47,0.063,0.597,719,1,1,0.0,0.0,0,0,27,18,1,Home Loan,3307000,360,0
CUST002966,22,Female,Single,1,Graduate,Salaried,Tier 2,16954.64,0.912,3.5,22997.86,15880.81,10880.58,43,3723.49,0.22,0.46,690,1,1,10039.55,263478.95,0,1,25,28,1,Personal Loan,151000,24,0
CUST002967,56,Male,Married,2,Professional,Salaried,Tier 2,137840.8,1.0,4.6,127961.26,129110.59,123776.57,59,43211.93,0.313,0.228,706,1,1,37152.64,1738060.48,0,1,10,10,0,Personal Loan,634000,48,0
CUST002968,33,Female,Married,2,Postgraduate,Salaried,Tier 3,36985.0,0.921,4.8,13727.43,34642.54,27285.86,31,4533.33,0.123,0.251,761,2,0,4256.72,146921.28,1,0,21,24,1,Auto Loan,619000,72,0
CUST002969,62,Male,Single,0,Graduate,Retired,Tier 1,50221.28,0.854,7.8,23315.39,47040.49,40139.24,31,11821.87,0.235,0.417,779,1,0,0.0,0.0,0,1,12,12,0,Mortgage Loan,3129000,84,0
CUST002970,40,Female,Married,0,Postgraduate,Business,Tier 3,80593.14,0.624,5.2,57856.91,75488.74,60993.78,36,34639.03,0.43,0.778,610,1,1,0.0,0.0,0,0,24,18,1,Auto Loan,1295000,60,0
CUST002971,51,Female,Married,0,Graduate,Self-employed,Tier 3,42338.36,0.821,5.7,11919.35,39656.84,27136.9,54,10002.29,0.236,0.165,775,1,0,7512.18,379815.99,0,0,14,15,0,Mortgage Loan,1527000,180,1
CUST002972,39,Female,Married,0,Graduate,Salaried,Tier 1,70312.19,0.875,4.2,39433.96,65858.94,60784.23,48,0.0,0.0,0.227,823,0,0,16508.11,749309.8,0,1,26,27,1,Personal Loan,318000,36,0
CUST002973,40,Female,Married,1,Graduate,Salaried,Tier 3,36257.1,0.887,10.4,26297.93,33960.74,33848.21,39,6988.68,0.193,0.163,741,1,0,2493.88,140705.23,0,0,15,25,1,Home Loan,1421000,180,0
CUST002974,34,Male,Married,2,High School,Business,Tier 2,69176.65,0.675,11.5,19993.61,64795.32,56712.1,36,0.0,0.0,0.113,795,0,0,8775.58,490989.8,1,1,27,22,1,Auto Loan,776000,84,0
CUST002975,41,Male,Divorced,1,High School,Government,Tier 1,31569.58,0.827,4.1,29592.48,29570.11,24625.64,36,11780.56,0.373,0.442,660,3,1,10354.52,272503.45,0,0,17,13,1,Auto Loan,395000,84,0
CUST002976,43,Male,Married,1,Graduate,Salaried,Tier 1,42311.73,1.0,4.3,39590.53,39631.9,33698.77,39,0.0,0.0,0.203,798,0,0,17204.05,894962.02,0,1,19,18,0,Personal Loan,297000,36,0
CUST002977,31,Male,Married,2,High School,Government,Tier 1,38555.04,0.853,6.8,6123.5,36113.14,31876.44,39,19231.71,0.499,0.733,632,1,1,8377.55,575816.71,0,0,29,38,0,Personal Loan,327000,48,0
CUST002978,39,Female,Married,1,Graduate,Salaried,Tier 3,40228.55,0.803,18.8,30340.52,37680.66,30409.08,39,0.0,0.0,0.42,744,0,0,6489.21,527722.07,0,1,11,20,1,Personal Loan,271000,12,0
CUST002979,33,Male,Married,1,Postgraduate,Salaried,Tier 1,145195.56,0.857,13.1,206928.46,135999.53,108440.1,46,30654.36,0.211,0.415,735,2,0,24225.28,2246834.01,1,0,22,32,0,Auto Loan,1972000,48,1
CUST002980,65,Female,Married,2,Graduate,Retired,Tier 1,46668.63,0.895,3.7,26116.03,43712.85,42480.03,47,5903.38,0.126,0.291,724,2,0,17930.8,265822.82,0,1,12,8,1,Personal Loan,429000,12,1
